"Ornette Coleman","Skies of America","Columbia","Perhaps this might be a little intense for radio; nevertheless, you can’t dispute the emotional power of this record.  This was the first orchestral recording that Ornette Coleman released, and it was made with the London Symphony Orchestra instead of his quartet.  There’s sadness and a frightening kind of urgency that thematically ties “Skies of America” together; this is definitely not a typical jazz record.  Even though it was released in 1972, it seems quite relevant to the political happenings of today.  Warning: most of these tracks go straight into each other without hesitation.","","","1. 3. 7. 12. 13. 14. 18. 21"
"Broken Spindles","Inside/Absent","Saddle Creek","Joel Peterson is the bassist for the Faint and this is his third record asBroken Spindles. He wrote it and played it (mostly) all by himself whiletaking many much needed loner breaks on tour with his main gig. Boy, I lovegothic/mopey types. Soft and sparse, this record just *sounds* lonely,without too many layers and lacking in danse beats. Instead of theindustrial musings found on his first two records, you have lonely, directlyrics, hesitant guitar, staccato piano, glitchy and cold ticks as therhythm section. Talent like this makes his input in Saddle Creek's residentdark dorks immeasurable, and his solo records distinguished and compelling.","","","2.6.9.1.10"
"Klaus Nomi","Klaus Nomi","RCA","Klaus Nomi has a tragic New York story that included being toyed with byDavid Bowie on SNL, never really ""making it,"" and his tragic deathovershadowing his truly original vision and talent. He took vocal lessons asan opera singer and wanted to be a pop singer. His catologue consists ofbizarre covers juxtaposing that intense falsetto over early 80's discosynth. He also never gave up his love of the classical, singing hauntingarias in the NYC avant garde clubs. This is the first album that he put out,that suit was part of his angular trademark, and you can hear this germanimmigrant putting all of his stock into what turned out to be the firstalbum of never ending obscurity.","","","2.4.10.8.7.6"
"Kraftwerk","Die Mensch-Maschine","Electrola","It is so awesome that we have the German Language version of The Man Machine which was also released in English.  Everything on this is great.  Neonlicht (Neon Lights is great but be warned it is 9 minutes long.  ","","","4.1.5"
"Stranglers, the","Black and White","EMI","One of the great Stranglers albums.  Great mix of guitar, lead bass sometimes and of course weird organ and synth.  Good drumming too and raw vocals.  They were called the old men of punk.  But they were more complicated than three chord punk so many people didn't understand what they were trying to do.  Not my favorite track but Walk On By is a Burt Bachrach cover. ","","","2.1.5. 7.8. 9"
"Clap Your Hands Say Yeah","Clap Your Hands Say Yeah","Self-Released","This Brooklyn band came out of nowhere with a few MP3s and developed into the indie buzz of the summer of 05.  Soon after, they self-released a full album packed with the same infectious, off-kilter pop songs.  The influences are all over the place, but they meld surprisingly well.  Here, a good amount of Velvets/Lou Reed guitar dynamics. There, some Bob Dylan harmonica.  And paying visits throughout, squirmy 80s synth lines.  All held together with urgent, celebratory, cracked vocals.  There's a little bit of the post-punk thing that's been all over the place for the past couple of years, but with a much more upbeat feel * there's a fair amount of tambourine, for god's sake!  Ian Curtis never could stomach a tambourine.  I've read some comparisons to Neutral Milk Hotel, and I understand, but these guys are happier than Jeff Mangum ever managed to be.","","","2.5.6.10.11"
"Various Artists","The Rough Guide to American Roots","World Music Network","excellent collection of Americana, one in a series of country-specific music surveys from the people who publish cool travel guides.  Artist bios inside.  The following is a break down by genre, with bracketed numbers indicationg recommended tracks.  All are worth hearing.  9, 15, 16 = instrumentals. Bluegrass/Country (18), 1, 2, 15, 16, 17,- Soul  (6)- Folk 12, (13)- Cajun/Zydeco  (3), (8) - Gospel  7,11- Hawaian 19 -Blues  (14), (10), (4)- Tex-Mex  9- Native American  (20)- jazz  (5)","","",""
"Nada Surf","The Weight is a Gift","Barsuk","This is the 4th album by NYC’s 10 year old Nada Surf. If you loved 2003’s LetGo then you’ll love this new album. The guys decided to stick to themellow/dreamy/indie pop-rock sound of Let Go, with soft vocals are paired withmelodic guitars and light cymbal filled drums. Another perfect album to hang inyour room or introspectively sit by the lake with. RIYL: Death Cab for Cutie,Grandaddy, Spoon, Matt Pond PA.","","","5.2.3.1.4.8.9"
"Steve Dawson","Sweet is the Anchor","Undertow","Singer-Songwriter Dawson (of Chicago's Dolly Varden fame) debut solo release. Tunes range from atmospheric americana roots numbers (ie: track 2) to introspective soul vocalizations worthy of Al Green. (ie: track 4)  Dawson tackles most of the instruments and almost all of the singing (his wife, co-founder of Dolly Varden, sings on a couple numbers 2 & 7.) Album was written, produced and recorded at Dawson's house throughout 2004. Lots of guest stars on various cuts. See liner notes.","","","4. 2.10. 9. 8. 5. 3"
"Nimoy & Shatner","Spaced Out","Universal","Spock & Captain Kirk venture into 60's pop, folk, and country/western with hilarious results! If you don't have a sense of humor, don't listen! If you want classic perfect vocal styles, don't listen! If you're embarrassed easily for your favorite TV icons, don't listen! But if you DO have a sense of humor and can look past the fact that neither of these TV sci-fi icons CAN sing... listen and enjoy and laugh yourself silly!There are also some non-musical readings: 1, 2, 10, 1, 24","","","Best Nimoy: 14. 3. 7.17. 21. 9Best Shatner: 5, 13, 8, 15"
"Neu!","Neu!","Astralwerks","Consider NEU! cds a pleasant sampling of some of the earliest sound & production experiments in the advent of  ambient/rock music.   Micheal Rother with a taste for the ""pretty"" verging on new-age, is reined in by Klaus Dinger and Connie Plank (Cluster, Cluster/Eno, NEU!, Harmonia) with hammer drills, real and synthetic noise, hard grooves and ambient anarchic/punk stylings.  1,5  groove hardest.  6 starts with charmingly out of tune naive vocalizations and as with 2, moves at a glacial pace.   All tracks great.  ","","","7.1.3 "
"NEU!","NEU! 2","Astralwerks"," Consider NEU! cds a pleasant sampling of some of the earliest sound & production experiments in the advent of  ambient/rock.  Much like the s/t first release NEU! 2 gleefully and shamelessly rehashes fave grooves while piling on effects. This edition features a fascination with big natural reverb and playback speed.  ENO worked with NEU!producer Connie Plank (Cluster, Cluster/Eno, Harmonia,).  Radio friendly: 11, 1  ","","","1,7,4,2 medium grooves.   Fast: 11, 9    Slow: 10, 8, 6   Glacial/ambient: 3"
"Delia Gonzalez & Gavin Russom","The Days of Mars","Astralwerks","For the last few years, the DFA collective has taken the fallen mantle of electronic dance music and made it interesting again. From DFA's minimalist end come Delia Gonzalez and Gavin Russom, who designed sets for films and constructed elaborate art installations before creating this weirdly soothing, defiantly eccentric blip-bloop-drone fest. When the two met, says Russom in a Pitchfork interview, ""We danced when no one else danced."" I don't know who else could dance to this, but it might start an intense little party in your skull.","","","3.1.2.4"
"Snooks Eaglin","New Orleans Street Singer","Smithsonian Folkways","A street musician in New Orleans' storied Fifth Quarter back in the 1950s, Snooks Eaglin is a creature of the rugged, feisty Big N.O. as it was before the post-hurricane reconstruction. (I hope they've at least launched it by the time you read this.) His signature guitar style built a mid-century bridge between the Deep South blues traditions and the goofy, spirited deconstructionism of John Fahey. Here, whatever happens to Eaglin's innovations or his city, his music is safely preserved in zeroes and ones. I'm not going to do ""track picks"" - skim the liner notes and try one that sounds interesting to you.","","","shop around"
"Joggers, the","With a Cape and a Cane","Star Time","Like the Shins immediately before them and the Beach Boys back when, the Joggers drop from the blue with a pop sound that's a) complex and thoughtful enough to create a world unto itself, and b) catchy enough for an orange juice commercial. More subliminal anger and confusion than either of the aforementioned (on second thought, it's hard for anyone to be as confused as Brian Wilson in his prime, but the Joggers make the dark side harder to ignore), but it's offset by an abiding sense of humor. They're the sort of pop group that pronounces hands: ""hay-ands,"" if that helps.","","","3.4.5.8.6"
"Dr. Dog","Easy Beat","National Parking/Future Farmer","Together at last: the studio aesthetic of GBV (yes, Easy Beat was recorded in someone's residence; yes, Easy Beat was recorded on a 1/4"" eight-track) and Ween's drug-damaged angle on the Beatles' drug-damaged White Album era. As much as this thing feels focus-grouped for indie-rockin' stoners, put it on and you're swept into a moody but welcoming pop biosphere, insulated from the hype. Destined to still be good when it's long forgotten.","","","4.9.1.3.2"
"Wow Owls!","Pick Your Patterns","Perpetual Motion Machine","Christ, it's hard to do this knowing only about half a dozen bands like Wow Owls are in format. But if you heard any of them (Hot Cross, Kaospilot, City of Caterpillar), kind of understand that those bands are only some of the most popular and recent within that genre grudgingly starting in ""Scr"" and ending in ""Emo"". While Richmond, VA's Wow Owls has only been around a few years, they definitely blend these bands in with the older sound of the early 90's scene around bands like Maximillian Colby, Moss Icon, and Indian Summer. Basically, the vocals scream, and you can call the music itself hardcore on the less hard side, like labelmates Stop It!!, a less mature Wolves, a less melodic, less jesus-y Mewithoutyou, or (if the references aren't killing you yet) early At The Drive -In. In their HeartattaCk interview, they say they all learned an instrument they didn't play before, which is really surprising.","","","2.1.4.3.5.8"
"Matt Pond PA","Several Arrows Later","Altitude","This is the 5th album from Philadelphia’s chamber pop quintet Matt Pond PA. If you are familiar with any of the band's other albums then you know what this one is about. If not – it is very melodic and mellow with Pond’s soothing lead vocals and Margaret White’s violin. As to be expected from Pond, all the lyrics are poetic referencing nature and human emotions. If you enjoy lighter melodic music, you will most likely love this.RIYL: Owen, American Football, Pedro the Lion.","","","1.4.7.10.any"
"Southerly","Best Dressed and Expressionless","Fall","","","",""
"Blackalicious","The Craft","Quannum/Anti","Typical third album by a hip-hop outfit formerly renown for intelligent rhymes and smooth, understated beats. While this record is chock-full o' guest appearances by some of the genres finest rising stars, the onslaught of cameos does more harm than good, leaving little room for Gift Of Gab to really get down with his bad self. Choruses are slightly too catchy, and beats borrow heavily from Old Skool and Funk influences. Not a bad record, but not nearly as good as the previous two.","","","1.3.5.9.12"
"Dengue Fever","Escape from Dragon House","M80","Catchy, yet difficult to put your finger on. Dengue Fever blend classic rock, psych, and world influences into something that sounds kinda like the bastard child of The Doors'Ray Manzaric and any anime girl ever.. Spaced-out keyboards pair nicely with chipper female vocals on this record to deliver some great tunes. Did I mention that the siner is a Cambodian pop star? Sorry, forgot about that...","","","4.1.2.7.11"
"Bad Plus, the","Suspiciious Activity","Columbia","The Bad Plus Made a name for themselves by doing free (relatively) jazz renditions of rock songs, and some pretty decent jazz to boot. On this record the trio expands on this , laying down some very rock and classical influenced jams. The songs are a little long, and many of them start off kinda slow, but are all worth the wait.","","","2.4.7.9"
"Various Artists","Bloc Party: Silent Alarm Remixed","Vice","Frankly, I found this record terribly disappointing considering the lineup. While no doubt well-intentioned these indie/electronic heavyweights manage to squeeze all the fun out of Bloc Party's trademark brand of dance rock. Catchy choruses and danceable grooves are watered down and pureed into the aural equivalent of split-pea soup. Unnecessary electronic noodling, and an overall lack of enthusiasm might make make this a good album to fall to sleep to (if it didn't give you night-terrors).","","","4.6.10.8"
"Randies,the ","At the Friendship Motor Inn","Elicit","This is the debut album for these four San Diego dwelling females who are intensely invested in girl power related things. Rodney, Mayor of Los Angeles, or at least KROQ,touts their wonders, which may make one wonder more about Rodney's continuous hunt for the next great thing than anything else.  For the most part this is adrenaline related rock, or meant to be, and when the rush wears off- from tracks 5 to 11-everything falls completely flat.   The sound is basically bright, with lots of tearing guitars, and hooks delivered with snooty impudence.  If there is a standout track, it is the final one, ""Stop""; the irony in unintended. ","","","1.2.3.4"
"KMFDM","HAU RUCK","Metropolis","Twenty years of producing albums and touring has not softened the edge of this Scandinavian group in the least.  In fact, KMFDM has proven that the current American powers have a purpose; last year's album' WW 3, contained ""Jihad"", ""Pity the Pious"", and other treasures.   This one is equally inspired by The Pretender with its delightfully creepy paranoia, and sense of a humourous counter culture antihero.  Unlike their other material, this one uses a retro-technical sound in place of digital electronics, and is minus past member, Watts.   One of the things which work really well here is the use of contrast between lead female and male vocals, especially on tracks 5 and the dancier 10. A particularly clever track is the final one, 11, which intersperses mid-eastern patterns into an overall spy film atmosphere.","","","3.4.5.10.11 "
"Planet Smashers, the","Unstoppable","Stomp","Though rumor has it that The Planet Smashers live shows are quite something, this album is somewhat of a disappointment.  It is the sixth release from the Quebec ska band, and sounds like it was put on autopilot.   Their sound is melodic, filled with nostalgia and bittersweet choruses. Unstoppable reeks of summer, of juvenile summer to be precise.  It's repetitive, sort of fun for awhile, but leaves nothing behind. ","","","5.8.6"
"Knitters, the","The Modern Sounds of...","ZOE","It's been twenty years since this rockabilly punk group, composed of members of X joined by Dave Alvin of The Blasters, released an album.  This one was recorded live in the studio in just three days, and it sounds like the group really enjoyed every minute.  It contains covers, originals, and re-recordings of X favourites-tracks 4 and 11, and the first studio version of ""Skin Deep Town"" – track 6.   Doe and Cervanka have perfect voices for this music; their choppy harmonies combined with Alvin's twanging guitar create a unique and wonderful sound. There are no dull tracks, standouts include their not to be missed cover of Steppenwolf's ""Born to be Wild"", track 13.","","","4.5.6.8.9.10.12"
"Blondie","Blondie","Chrysalis","The sound quality is excellent on this very welcome reissue.  As the first of many great Blondie albums, this one from 1976 is special both for being the first and also because it contains three tracks which became cult classics, tracks 1, 3, and 8.   Blondie, one of the outstanding bands to emerge from the N.Y. C.B.G.B.'s scene, developed its unique quality by combing 60s girl group pop with punk energy.  Alongside Jimmy Destri's roller rinkish organ riffs which made a joke of revisionism, Blondie set down a path for New Wave.   ","","","1.3.7. 8"
"Grant Lee Buffalo","Storm Hymnal ","Rhino","Formed in 1991, the group split in 1999.  The first of these discs contains songs from their four albums, the second is a collection of 14 B sides and extras.   There is much variety here; subjects are both historical and personal, and the music ranges from roots rock to an almost glam grandiose style. Front man, Grant Lee Phillips, both here and on his solo albums, is always elegant and eloquent. He is equally capable with the bombastic as in ""My My MY"", the sultry tones of ""Bethlehem Steel,"" and the anthem like, ""Homespun"".   ","","","disc one: 1. 5. 6. 7. 9. 11. 13 On disc two: 1. 5. 6. 9. 10.12"
"Swell Maps","Sweep the Desert","Alive","TAs The Swell Maps  had much influence on others-R.E.M., Sonic Youth, Dinosaur Jr., to name but a few, this previously hard to find reissue will be appreciated.   Though considered punk pioneers, the band which originally formed in 1972, also had a highly experimental side which is this album's focus. Strong Krautrock influences are prevalent in the repetitive rhythm patterns, and minimally structured materials which are trademarks of early 70s German avant-garde bands such as Can and Faust.   Tracks 2 and 3 from ""Marineville"", are the only punk oriented ones.  Compare these to the eight minute instrumental track, 12, or the experimental jackhammering, string scraping ""Avalanche"", track 16.    ","","","2. 3. 5. 6. 8. 14. 17. 18"
"Aufgehoben","Anno Fauve","Riot Season","This is the third release from the U.K's experimental, improvisational band, led by Stephen Robinson from The Wire.  It's everything its name-which translates as annulled-promises.   The album name alludes to the French painting movement associated with Matisse, though admirers of fauvism would not necessarily extend their admiration to shapeless, very loud, very brutal music.  There is little in the way of a basic foundation to give form to the masses of dueling guitar and drums.   Levels of distortion are reckless.  As ""Anno Fauve"" is uncompromising, reactions to it will be equally extreme.  Genius? Terrorism?  Those who like Air Traffic Controller and other exploratory bands might like this.   ","","","2"
"White Noise, the","An Electric Storm","Island","Featuring the electronic music pioneer, Delia Derbyshire, this is an important album in the electronic rock vein.  It was done in 1968 prior to the advent of synthesizers, and was one of Island Records first alternative signings, a best seller, and remained a student favourite for ages.   Derbyshire, who had done the theme for the B.B.C.'s Dr. Who series carried her ideas about pure electronic pop a step further here.  Lovers of cosmic, electrified, space music will have an affinity for the strange blend of Medieval and Futuristic sounds on An Electric Storm.  ","","","2.4"
"Drums and Tuba","Battles Ole","Righteous Babe","this New York based trio creates another experimental and epic sound scape.  Integrating elements of a variety of genres (big brass, electronic, rock, and jazz), this album starts off energetically but falls off and is lost in repetition and boredom.  While they attempt to improv more often than earlier albums, the rather unoriginal ""bass"" lines provide a steady and degenerating melody.  Even though the use of a tuba instead of a bass is a rather interesting concept, it fails to keep the songs together in the 6+ minute instrumental track.  The vocals are reminiscent of Brian Molko of Placebo, and rather whiny at times.  However, the lyrics are not bad, and the first two tracks are at least worth a good listen.","","","2.1"
"Broken Social Scene","Broken Social Scene / To Be You & Me EP","Arts and Crafts","Another excellent release from indie rock's answer to the Eagles. 15 co-conspirators and a handful of guests work hand-in-hand on this record, producing lush, complex, melodies. Though not nearly as catchy as You Forgot it in People , the songs on both the self-titled full-legnth and the EP really showcase the musicians' collected talents. The songs are more densely packed and cerebral, the songwriting more mature.This album might not make you clap your hands, so what. Kinda reminds me of a less chipper Polyphonic Spree at times, like Pavement on steroids at others.","","","3.6.2.8.7 EP: 2.6"
"Broadcast","Tender Buttons","Warp","Broadcast’s fourth LP is built on synth-driven, pinball folk, with analog organs pushing these tunes along.  Ever present reverb on virtually every track brings uniformity to the album’s songs, but you can have too much of a good thing. Broadcast tiptoe on the edge of this ‘too much’ line, but the sounds are successfully pulled together by the first chorus.  They even seem to flaunt their brilliance at the end of the track with a freeing little tangent. In composition, the group takes hints from the likes of Donavon and other psychedelic folk rockers of the sixties and seventies. Broadcast uses more reverb than a cupcake’s got icing, but I like it a whole lot.","","","7.9.4.2"
"Lichens","The Psychic Nature of Being","Kranky","Lichens = Rob Lowe of 90 Day Men, TV On The Radio and Empty Bottle fame. This is his one-man improv project, and that’s improv in the strictest sense of the word: This music never happened before, and will never happen again. These aren’t songs so much as singular events, carried by Rob’s skyscraping falsetto. Feel free to fade tracks after a few minutes... or chill out and let them go where they’re going.1.Kirlian Auras; 2. Shoreline Scoring; 3. You Are Excrement (You Can Turn Yourself Into Gold)","","","2.3.1"
"Dirty Three","Cinder","Touch & Go","The Aussie instrumental band Dirty Three is one of the few contemporary acts Nick Cave, in his classic essay “The Secret Life of the Love Song,” credited with mastering “duende,” a word for sadness employed by flamenco guitarists. After the swirling intensity of Whatever You Love You Are (2000) and the stadium-rock swagger of She Has No Strings Apollo (2003), this new album backtracks to the threadbare melancholy of Ocean Songs (1997), though certain tracks venture all over the place (6 sounds like Sonic Youth with bagpipes). Shop around - don’t lean too heavily on anyone’s recommendations.","","","2.4.6.8.10.11.17"
"Lightning Bolt","Hypermagic Mountain","Load","Well, they’re baaaaack. And trust me, they have yet to learn how to turn itdown, but who can blame them? If you’re not familiar with the two-piece (justdrum and bass) assault that is known as Lightning Bolt, the most common words to describe them, are “dense,” “noisy,” and obviously, “loud.” I guess there are easy comparisons to Hella and Black Dice, but Lightning Bolt is just…Lightning Bolt. If you are familiar, then this album is very much Wonderful Rainbow Pt. 2, which is not necessarily a bad thing. They seemed to have learned a little bit, though and the recommendeds on Hypermagic Mountain have definitely some of the best, strangely catchy, dancy hooks we’ve heard from them.","","","8.7.1.4.3.2.6"
"Saxon Shore","The Exquisite Death of Saxon Shore","Burnt Toast","","","",""
"Great Lake Swimmers","Bodies and Minds","Misra","","","",""
"Pilotdrift","Water Sphere","Good","Pilotdrift essentially uses hundreds of different synth-string, guitar, andvocal layers to create an atmospheric/fantasy world on their new album Water Sphere. The dramatic/theatrical/Roger Waters-esque sound they create describes a sort of carnival from Hell. A spacy/proggy beginning (#1-3), turns into eerie/creepy fantasy rock (4-7), and returns to a lighter The Bends era-Radiohead closing (8 and 9). Best moments of the album are during  “So long” when it transforms at the 2 minute mark (but starts to get lame as soon as the distorted guitar layers come in), and “Bubblecraft” which has a beautiful and catchy acoustic/synth combo. This band has great compositions, but tends to throw too many bells and whistles into their mix. The listener will get drowned in special effects and a bunch of random instrumental fills.","","","3.9.2"
"Cerulean","No Sense In Waiting","Spinwheel","Cerulean second album doesn’t achieve much as rock originality goes. This band doesn’t dare to find their own sound, and with a combination of lackluster lyrics and cookie-cutter reverb-drenched Coldplay riffs, one gets the sense Cerulean believes that having essentially one song in eleven different variations makes an album. Their energetic opener “Quiet Release” is actually quite catchy, but the album gets hung over after it, running songs over the same guitar progression at different speeds. Cerulean is a clear victim of the Los Angeles Cliché machine.","","","1.8.6"
"For Against","December","Words On Music","(1988) Lincoln, NE’s For Against were an inexplicably overlooked secret of ‘80s college radio, mixing the jagged new wave rhythms with REM-y melodic discipline and melancholy. December is often looked upon as their best record. I’d say its the last one Alternative Nation dorks took seriously enough to evaluate - in terms of emotional depth and songwriting adventurousness, 2003’s Coalesced floors it - but it certainly catches the band as it grew its own agenda. The best FA songs initially pursue one structure and then shape-shift as they go, giving you three or four dreamy hits for the price of one.","","","4.5.2.1.8.9"
"Harmonica Pocket","Birds Falling From the Sky","","The Harmonica Pocket's 4th CD, Birds Falling from the Sky. Thisthree piece band from Seattle throws together an alternative-acoustic-pop album with more almost original clichès than you'd ever know what to do with! Good songs for just driving around or mellowing out would definately be ""drive"" (11) and ""pocketfull"" (13). The song that stands out the most on this cd would be the playful tunes about Mike ""lemonbomb"" (3).","","","3.9.11.13"
"Pinetop Seven","The Night’s Bloom","Barbary Coast/Empyrean","In the rotating Chicago Americana ensemble, Darren Richard is the constant, penning songs of soaring sadness and dusty truth and singing like a less Zeppelin-happy Jeff Buckley. Pinetop has played with Will Oldham, Wilco and Bright Eyes, to name a few, and no doubt found a place in many of their fans’ hearts. Sufjan Stevens junkies should dig it, too. This is the group’s fifth album, and it makes me wonder what Stevens’s ostensibly forthcoming North Carolina and New Mexico albums might sound like shuffled together.","","","3.2.4.7.9"
"Fall, the","Fall Heads Roll","Narnack","In a perfect world, my B-school grad, baby-boomer-cusp boss would be asking me what I think of the 30-something th Fall record instead of the Rolling Stones’ latest, but hey.  My favorite Mancunian punks have kept the band’s integrity pretty intact with this one, serving up a mix of dirty sludgy goodness (7), happy-go-lucky pop (8) and a single (2) which does homage to the whole delightful “repetition” mantra that started them off in ‘77.  Not exactly on par with the peak of their brilliant career, but I’m not complaining; the singles make this one burn-worthy.","","","2. 7. 10. 8 (The Move cover)14	"
"Clientele, the","Strange Geometry","Merge","The Clientele is about a feeling. With their gently unfolding pastoralsoundtrack, their paradoxical themes of heartbreak and hope, isolation andcommunion, and unwavering faith in the Bigger Picture, They are the musical equivalent of that late afternoon daydream, the sound of twilight, the color of 4AM.  The strength of ""Strange Geometry"" seems at first its weakness, and that is its refusal to make any radical departures from its signature sound. The hazy melodies are still there, but somehow less distant, more present this time around (due in part to the noticeablelack of reverb so prominent on the last records), with solid songwriting,and urgent string arrangements fleshing out the edges.  ","","","3,1,9,8,5,4,2"
"Beautiful Newborn Children, the","Hey People!","Domino","Not much is known about this band; Domino records had to track themdown, for the band left no contact info. Their “debut” album carriesa mid to late 60’s rock sound with distorted vocals and modernundertones of punk (esp. #5, 8). Drums often sound like they’re in abox, but all in all the tunes are lively and catchy. Tracks areshort, all but #2 and 9 are approximately 2 minutes long. “Papermill” is a personal favorite but unfortunately contains profanity; Iwould avoid the 6 minute “round and round”","","","1, 3, 4"
"Inspector Owl","Patters of Nerve-Cell Action","Oh Nona","Atmospheric pop with hints of Troubled Hubble, Neutral Milk Hotel and Modest Mouse. From Illinois, touring all over the place in the next couple months. (including Loyola on 10-28) ","","","6.1.5"
"Philip Gayle","The Mommy Row","Family Vineyard","The Mommy Row is improviser Philip Gayle’s fifth full-length release.  It isa solo recording, but multi-tracking allows Gayle to play multipleinstruments.  He plays acoustic guitars, mandolin, baritone ukulele,prepared toy piano, small percussion instruments, and many others on thisalbum.  The result is a varying, interesting set of instrumental acousticimprovisations in the vein of Derek Bailey.  The percussion instrumentsspice things up and there is an Eastern influence on some tracks.  “Gyo,Gyo, Gyo, Gyo” is a jerky, spastic opener.  “The Payphone” starts off as aminor drone and ends with the toy piano.  “Cow People” uses sounds ofpouring water.  “Yagamo” is a soft piece that uses bells and ping pongballs.","","","1, 4, 7, 11"
"El Ten Eleven","El Ten Eleven","Bar None","El Ten Eleven's second CD delivers a synth and percussion instrumental rock. This two man band sounds like The Bravery in slow motion without vocals. Very chill, the kind of music that never gets old. If you like the first 30 seconds of one of a song, you'll like the rest because it's repeated but with other tracks added along the way. Good example and a recommendation is ""Fanshawe"" (7). Although there are no lyrics, it feels like ""Connie"" (8) is glowingly vocal. ","","","1, 2, 7, 8"
"Made in Mexico","Zodiac Zoo","Skingraft","Zodiac Zoo is the debut album from Providence, RI-based Made in Mexico.  Drummer Dare Matheson comes from La Machine and Bossman; bassist Jon Loper comesfrom La Machine as well; and guitarist Jeff Schneider comes from Arab on Radar.  Vocalist Rebecca Mitchell is a newcomer to the Providence music scene.  Thesound is heavy and dense, with fuzzy, driving drums and bass forming the foundation under densely ringing guitar and spare vocals that speak, wail, and scream(but sing only on track 1) -- it is comparable to Sonic Youth's less accessible material.","","","6, 9, 11,12"
"Ladytron","Witching Hour","Ryko","Formed in 1998 in Liverpool, Ladytron is consists of lead vocals Mira Aroyo & Helena Marnie (both from Bulgaria), and Daniel Hunt & Reuben Wu on keyboard and mixers.Their sound is edgy with a slightly early 80s kick. On their third full-length album, Ladytron matches sounds of upbeat indie rock with the haunting vocals of Mira & Helena and electro-pop to create The Witching Hour. The record has its strong points; tracks like Sugar and International Dateline that come off as unique and memorable, while others leave something to be desired.","","","2,3,7,9"
"Annie Hayden","The Enemy of Love","Merge","Previously a member of a 90’s indie rock band (Spent) and her solodebut in 2001 (“Rub”), Annie’s second album has original use ofinstrumentation producing a folk/rock sound. She draws from a largepallet of sounds including jazz/blues (#2, 11), rhythm (#8, 13), 70’srock (#6, 7, 9), 80’s rock (#4) and ballade (#12). Each track has itsown individual personality with Annie’s voice as the unifying theme(except solo piano #10).  I would describe her music as “chill,”meaning I would kick back and relax to the whole album.","","","2, 6, 8, 12"
"ADULT","Gimmie Trouble","Thrill Jockey","I live in Chicago, and I party in Detroit.I listen The Ponys, but I shred it to Adult.","","","9, 3, 7, 11, 1, 5, 10"
"Ween","Shinola Vol.1","Chocodog","This album, the first in a series of records that will offer some Gene and Dean Ween's unreleased tracks. Ween has covered many genres in this CD taking every stereotype and using them to the point where you question if you are lame for liking that type of music.  The songs range from Pink Floyd-esque ""Did You See Me?"" to funky and absurd ""Monique the Freak"" with plenty of truly ridiculous songs with lyrics consisting of only the words in the title like ""Big Fat Fuck"" and ""Tastes Good on th' Bun"".  Even the folky songs that aren't musically as silly offer plenty of lyrics that will definitely make you laugh. If you like the absurdity of Ween, then you won't be let down by this record.","","","2, 5, 12"
"Franz Ferdinand","You Could Have it so Much Better","Domino","A vain attempt at showing some musical maturity, Franz Ferdinand's sophomore album falls flat on its face. Absent are the white-hot energy, and catchy refrains that propelled their self-titled effort (somewhat grudgingly) to the top of countless year's best lists. Peppered with cliches, and driven by carnivalesque melodies, the album lacks direction, meanders along, sputtering like an old jalopy. Even the handful of standout tracks can't save this sinking ship...","","","1,6,9,12"
"Espers","The Weed Tree","Locust","This Philadelphian out-folk ensemble revolves around photographer Greg Weeks. Last year’s lovely self-titled debut put ‘em on the map. This isn’t so much the new album as an extended EP, with four covers (2.4.5.6), two traditionals (1.3) and one new original (7). 6 summons the beauty from Blue Oyster Cult’s “Flaming Telepaths,” and is as close as this stopgap comes to a full-tilt psychedelic freak-out. That and the mellow Nico cover (4) are among my picks of the litter.","","","6.2.4.3.7.5.1"
"Danny Ben-Israel","The Kathmandu Sessions","Locust","This Israeli psychedelic iconoclast released a protest record in Hebrew before his hippie conversion, which inspired this semi-legendary collection of freak-outs (freaks-out?) in English. Tracks 1-6 were recorded in 1968; Ben-Israel was clearly sky-high throughout, and remembers little about the sessions. By the decade’s end, DBI was so over hippiedom that he made a dis track (7) unsuitable for airplay. What’s left remains hilarious, galvanizing, pure.","","","2.4.5.6"
"Richard Swift","The Novelist/Walking Without Effort","Secretly Canadian","In his Secretly Canadian debut, Richard Swift's first two recordings, The Novelist and Walking Without Effort, have been combined into one release.   The Novelist half has a mix of ukulele(#4), clarinets, bells and piano achieving a lo-fi roaring twenties/speakeasy era sound.  Walking Without Effort is more on the pop singer-songwriter side, with handclapping, horns and a piano ballad(#15) reminiscent of Rufus Wainwright.   The titles of each recording are very telling, the first being novel in the choice of sounds the second exuding a free and fluid feeling.","","","3.10.12.15"
"Dead Science, the","Frost Giant","Absolutely Kosher","","","",""
